xcenter,ycenter,dwell,Tpeak,power,Sample,x,y,Ta.nmol_offgrid,Ta.nmol_ongrid,Sn.nmol_offgrid,Sn.nmol_ongrid,Ta.nmol_relRatio,Sn.nmol_relRatio
18,25,340,1400,57.9615893436421,23144,68.063,72.475,38.4,38.2,9.31,9.61,0.994,1.03
18,30,8575,838,27.2539206810933,24575,68.063,77.047,35.3,34.8,9.3,9.49,0.988,1.02
18,35,997,762,33.1453186652922,26018,68.063,82.127,31.7,32.1,9.1,9.02,1.01,0.99
18,40,733,1250,45.0445882754524,27254,68.063,87.207,28.8,28.6,9.19,9.38,0.994,1.02
20,-35,4637,1325,37.8841167054114,2314,70.095,12.531,32.4,32.2,9.18,9.4,0.994,1.02
20,-30,396,1325,52.4812375456212,3621,70.095,17.103,35.8,35.8,9.22,9.46,1,1.03
20,-25,7354,1062,32.4843606384473,5218,70.095,22.183,39.3,39.4,9.24,9.3,1,1.01
20,-20,6306,1175,34.8571685707165,6933,70.095,27.263,43,43.1,9.16,8.97,1,0.979
20,-15,1356,762,31.7286337612404,8736,70.095,32.343,46.4,46.1,9.1,9.29,0.993,1.02
20,-10,396,1400,55.4195378480397,10585,70.095,37.423,49.2,48.7,9.17,9.02,0.99,0.984
20,-5,1356,725,30.6350940539354,12435,70.095,42.503,50.5,50.6,9.03,9.11,1,1.01
20,0,1163,838,34.4974026371483,14100,70.095,47.075,51.1,50.7,8.84,8.87,0.992,1
20,5,855,1062,40.844070325576,15950,70.095,52.155,50.5,50.5,8.84,8.76,1,0.99
20,10,6306,988,31.5213600156474,17800,70.095,57.235,49.1,49.3,8.8,8.59,1.01,0.977
20,15,629,500,25.9871884677036,19647,70.095,62.315,46.9,47,8.75,8.92,1,1.02
20,20,462,650,33.6614900636311,21443,70.095,67.395,43.4,43.5,8.73,8.74,1,1
20,25,5407,1062,33.4320460868813,23148,70.095,72.475,40.1,40,8.85,8.7,0.996,0.983
20,30,855,500,24.6133277793536,24579,70.095,77.047,36.7,36.4,8.53,8.88,0.991,1.04
20,35,2150,1062,36.677008460474,26022,70.095,82.127,32.9,33,8.85,8.73,1,0.987
22,-35,10000,875,27.6986671421875,2318,72.127,12.531,33.5,33.6,8.87,8.84,1,0.996
22,-30,340,612,34.176873862208,3625,72.127,17.103,37.2,37.4,8.83,8.75,1.01,0.99
22,-25,340,1288,53.1308666734223,5222,72.127,22.183,41.3,41.3,8.68,8.96,0.999,1.03
22,-20,1844,1062,37.2916002451091,6937,72.127,27.263,45.3,45.3,8.53,8.55,1,1
22,-15,7354,762,25.7685283629062,8740,72.127,32.343,48.7,48.6,8.38,8.2,0.998,0.979
22,-10,629,1025,41.8629256765553,10589,72.127,37.423,51.8,51.8,8.29,8.46,1,1.02
22,-5,10000,1362,36.10532499805,12439,72.127,42.503,53.5,53.4,8.21,8.28,0.999,1.01
22,0,997,950,37.8669757412688,14104,72.127,47.075,54.1,54.5,8.18,8.45,1.01,1.03
22,5,733,800,35.7970158453654,15954,72.127,52.155,53.5,53.6,8.01,8.06,1,1.01
22,10,292,912,44.7156317225885,17804,72.127,57.235,52,51.7,7.94,8.09,0.993,1.02
22,15,4637,500,19.1708445383184,19651,72.127,62.315,49.4,48.9,8.26,8.22,0.989,0.996
22,20,462,800,38.5023836956342,21447,72.127,67.395,45.6,45.8,7.97,8.07,1,1.01
22,25,6306,1288,36.4687846203415,23152,72.127,72.475,41.9,41.7,8.35,8.32,0.995,0.996
22,30,855,1025,40.1559539365711,24583,72.127,77.047,37.9,37.8,7.97,8.35,0.999,1.05
22,35,1581,1138,39.2152472648486,26026,72.127,82.127,34.1,33.9,8.33,8.29,0.994,0.995
24,-35,997,1250,43.1875232361198,2322,74.159,12.531,34.6,34.5,8.49,8.44,0.996,0.995
24,-30,462,612,32.2322770725068,3629,74.159,17.103,38.7,39,8.48,8.39,1.01,0.989
24,-25,4637,800,28.1571743569161,5226,74.159,22.183,43.2,43.7,8.13,8.11,1.01,0.997
24,-20,733,988,40.2556637698851,6941,74.159,27.263,47.6,47.6,7.91,7.92,1,1
24,-15,855,875,36.9330652367304,8744,74.159,32.343,51.8,51.6,7.79,7.86,0.998,1.01
24,-10,4637,1362,38.3383317072674,10593,74.159,37.423,54.7,54.7,7.52,7.72,0.999,1.03
24,-5,292,950,45.637903242357,12443,74.159,42.503,56.7,56.8,7.48,7.4,1,0.99
24,0,2924,950,33.3145072381515,14108,74.159,47.075,57.5,57.4,7.48,7.59,0.999,1.02
24,5,462,988,43.0568714592617,15958,74.159,52.155,56.8,57.2,7.44,7.5,1.01,1.01
24,10,997,612,28.2599923247931,17808,74.159,57.235,54.8,54.7,7.41,7.49,0.999,1.01
24,15,2924,875,31.6144147192189,19655,74.159,62.315,52.2,51.9,7.5,7.8,0.995,1.04
24,20,7354,875,28.5812421933427,21451,74.159,67.395,48.2,47.8,7.41,7.56,0.991,1.02
24,25,855,838,36.0048063947949,23156,74.159,72.475,43.8,44,7.68,7.56,1.01,0.984
24,30,292,1025,47.4129229675983,24587,74.159,77.047,39.5,39.7,7.66,7.76,1.01,1.01
24,35,3976,762,27.6457880191985,26030,74.159,82.127,35.3,35.1,7.87,7.8,0.995,0.991
26,-35,997,838,35.2337512616144,2326,76.191,12.531,35.9,36.1,7.97,7.8,1,0.979
26,-30,733,762,34.7083966147708,3633,76.191,17.103,40.2,39.9,7.94,7.85,0.991,0.989
26,-25,340,1100,47.815421525373,5230,76.191,22.183,45.2,45.1,7.65,7.52,0.996,0.983
26,-20,629,1325,47.7335760802764,6945,76.191,27.263,49.8,50.1,7.15,7.28,1.01,1.02
26,-15,396,500,28.4014268539071,8748,76.191,32.343,54.5,54.4,7.12,7.21,0.998,1.01
26,-10,629,1100,43.2805112683901,10597,76.191,37.423,58,57.9,7.04,7.06,0.998,1
26,-5,855,1100,41.5206799072531,12447,76.191,42.503,60.2,60.2,6.87,6.73,0.999,0.98
26,0,250,988,47.9460106268879,14112,76.191,47.075,60.9,61.2,6.73,6.9,1,1.02
26,5,997,1175,41.9732178157083,15962,76.191,52.155,60.4,60.3,6.94,6.76,0.998,0.975
26,10,396,875,41.5169354147122,17812,76.191,57.235,57.8,58,7.02,7,1,0.996
26,15,2507,1250,39.0256210916223,19659,76.191,62.315,54.9,54.6,6.78,6.86,0.995,1.01
26,20,5407,800,27.6722494964241,21455,76.191,67.395,50.8,50.4,6.97,7.08,0.993,1.02
26,25,2507,650,25.908299695931,23160,76.191,72.475,45.7,45.4,7.11,7.15,0.993,1.01
26,30,1581,912,34.9124131326999,24591,76.191,77.047,41.2,41.5,7.2,7.16,1.01,0.994
26,35,250,762,41.8316906180611,26034,76.191,82.127,36.4,36.6,7.56,7.44,1.01,0.984
28,-30,5407,950,31.212094129613,3637,78.223,17.103,41.5,41.6,7.35,7.41,1,1.01
28,-25,292,988,46.5391106934391,5234,78.223,22.183,47.1,46.8,7.12,6.86,0.993,0.963
28,-20,733,1325,46.5202888422031,6949,78.223,27.263,52.3,52.7,6.65,6.58,1.01,0.989
28,-15,539,1400,51.3207154547587,8752,78.223,32.343,57.3,58.1,6.54,6.53,1.01,1
28,-10,539,950,41.250978509519,10601,78.223,37.423,61.4,60.9,6.54,6.41,0.993,0.98
28,-5,8575,1100,32.7132196878612,12451,78.223,42.503,63.8,63.8,6.31,6.34,1,1.01
28,0,4637,1400,38.7897090008567,14116,78.223,47.075,64.6,64.9,6.14,6.29,1,1.02
28,5,539,838,38.5773872379225,15966,78.223,52.155,64.3,63.9,6.4,6.02,0.994,0.941
28,10,539,650,32.7512433291067,17816,78.223,57.235,61.3,61.6,6.47,6.47,1.01,0.999
28,15,1844,650,27.0228461612517,19663,78.223,62.315,57.7,57.5,6.35,6.39,0.996,1
28,20,6306,688,24.1751805986584,21459,78.223,67.395,53.2,53,6.55,6.63,0.997,1.01
28,25,1844,1175,39.146384808567,23164,78.223,72.475,47.8,47.7,6.63,6.83,0.998,1.03
28,30,1581,988,36.5363348523176,24595,78.223,77.047,42.7,42.8,6.76,6.8,1,1.01
30,-30,855,650,30.3191074126931,3640,79.747,17.103,43.1,42.9,6.9,6.89,0.995,0.999
30,-25,8575,762,25.3401351375154,5237,79.747,22.183,49.2,49.2,6.55,6.49,0.999,0.991
30,-20,855,688,31.6029292010844,6952,79.747,27.263,55.2,55.2,6.26,6.2,1,0.99
30,-15,292,838,42.8017805396768,8755,79.747,32.343,60.5,60.7,6.01,6,1,0.998
30,-10,4637,762,27.1501119440397,10604,79.747,37.423,65.2,64.8,5.78,5.77,0.994,0.998
30,-5,855,1175,42.8009266480107,12454,79.747,42.503,67.8,68,5.65,5.7,1,1.01
30,0,6306,1250,35.9560059325033,14119,79.747,47.075,69,68.8,5.72,5.72,0.997,1
30,5,7354,650,22.6672750068975,15969,79.747,52.155,68.5,68.1,5.85,5.6,0.994,0.958
30,10,1581,800,32.1265031913627,17819,79.747,57.235,65.4,65.2,5.87,5.69,0.996,0.969
30,15,3976,538,20.8327016229475,19666,79.747,62.315,61.1,61.2,5.85,5.93,1,1.01
30,20,1581,1025,37.2563219394702,21462,79.747,67.395,55.7,55.7,6.04,6.08,1,1.01
30,25,539,538,28.3753823957282,23167,79.747,72.475,49.6,49.5,6.32,6.11,0.997,0.967
30,30,733,1400,48.2401051646875,24598,79.747,77.047,44.3,44.1,6.49,6.45,0.996,0.993
32,-30,997,1362,45.1137020438829,3644,81.779,17.103,44.6,44.7,6.72,6.55,1,0.976
32,-25,1163,575,26.2505629519535,5241,81.779,22.183,51.1,51.6,6.05,6.22,1.01,1.03
